Test_1,Test_2,Test_3,Test_4
286,315,241,261
391,365,212,303
427,288,299,266
333,312,259,317
380,366,209,267
338,285,238,330
303,305,215,286
310,283,211,261
297,288,298,277
261,343,253,265
304,306,213,258
240,292,209,397
252,321,287,314
229,357,207,263
348,326,283,309
304,287,253,347
271,329,209,311
230,339,225,317
432,286,274,320
290,332,214,259
292,332,262,287
282,286,254,350
266,308,223,261
230,364,211,262
262,286,284,329
236,333,209,306
293,306,245,323
252,317,224,262
254,286,285,301
259,359,217,256
233,341,239,314
271,401,248,258
277,317,211,307
263,363,270,299
326,287,212,261
290,366,275,309
242,322,358,301
276,290,213,318
235,323,275,255
283,369,242,321
253,282,211,259
317,312,251,278
300,285,263,297
243,289,266,262
236,388,211,259
265,372,243,314
241,280,286,294
371,347,248,327
295,340,210,301
356,336,281,252
309,315,254,311
244,332,208,354
311,319,290,262
312,330,209,298
237,292,256,335
310,282,210,304
266,338,266,302
290,290,212,251
457,338,296,283
289,288,247,256
317,322,271,309
232,325,215,291
305,289,233,349
307,335,232,266
283,345,257,260
286,295,213,297
341,339,208,317
228,286,294,267
302,313,209,257
295,288,287,329
300,329,210,264
253,286,262,262
252,339,229,331
262,286,281,295
316,352,209,318
366,351,267,259
235,314,218,259
299,286,262,328
244,291,214,255
322,301,277,294
280,346,238,268
300,299,246,366
266,291,250,271
252,327,208,261
302,288,286,288
238,283,243,297
314,307,209,258
297,359,233,286
230,284,243,262
289,350,208,303
283,315,274,252
246,335,249,268
291,344,242,306
345,305,210,259
246,306,243,317
279,281,257,293
234,282,480,314
294,350,260,306
233,303,211,306
293,291,241,262
405,291,228,306
252,332,207,290
277,302,261,262
381,292,238,523
483,336,238,309
428,363,250,256
285,342,266,328
332,325,210,318
473,292,210,262
375,286,272,277
326,364,289,332
334,333,255,260
275,343,210,287
311,301,209,268
233,286,287,255
233,580,295,290
267,572,248,339
236,314,220,285
433,286,219,293
311,282,349,323
288,328,270,279
256,314,216,337
234,299,271,288
499,290,228,335
273,305,282,253
293,361,210,296
264,293,212,328
278,328,213,313
225,310,210,263
244,311,269,358
286,281,240,308
227,303,211,303
230,288,269,264
286,323,226,256
225,288,263,313
234,353,209,265
322,326,269,263
285,285,266,340
301,351,425,257
233,290,260,260
295,324,261,320
346,374,251,281
277,288,211,310
229,335,296,257
228,285,259,291
301,340,280,274
1065,294,253,311
277,326,252,265
277,283,253,306
273,358,979,266
242,364,259,260
253,320,216,311
229,280,217,254
236,303,251,329
234,334,209,313
303,337,286,304
249,846,241,266
308,284,234,332
279,325,300,304
309,382,280,254
270,339,311,316
227,296,261,258
326,1044,209,298
228,278,212,289
296,358,267,264
276,314,267,261
259,342,259,320
274,284,271,266
332,288,209,331
240,287,263,314
239,366,288,256
321,343,249,294
301,316,211,261
236,313,267,278
275,279,246,319
308,324,268,261
278,282,257,306
299,361,209,505
236,321,210,298
344,373,280,259
308,328,219,256
230,286,253,293
259,352,293,343
321,322,270,260
245,281,252,506
292,345,209,335
293,287,274,263
286,300,257,300
236,350,264,260
289,326,251,292
233,289,238,270
230,288,211,305
280,342,268,257
275,1224,261,266
247,287,212,292
244,283,208,308
306,331,290,261
277,335,276,416
243,340,256,275
283,288,213,329
274,339,253,276
278,295,235,253
266,280,210,336
233,353,281,286
256,326,207,258
330,287,248,258
260,290,209,316
246,336,219,294
299,285,277,264
245,319,211,282
321,286,304,261
291,373,251,324
243,335,215,291
325,299,305,301
370,362,251,264
268,334,237,326
406,280,276,267
270,320,232,252
253,287,217,303
306,349,219,331
338,351,279,260
303,337,258,255
395,294,227,305
377,317,210,282
291,336,251,505
291,286,277,333
237,307,261,255
272,359,234,303
341,324,263,261
281,327,232,269
230,285,284,341
258,309,247,260
305,279,208,289
357,290,262,311
274,366,276,295
242,294,211,256
304,341,252,285
302,322,223,255
265,289,282,301
309,313,264,287
229,287,264,278
237,350,238,259
233,285,209,265
282,329,238,305
307,314,226,355
242,287,209,260
284,358,300,293
234,315,219,315
308,368,302,270
289,333,257,312
295,331,210,334
233,358,288,308
295,334,267,305
279,301,212,316
266,321,275,272
311,369,255,293
256,291,210,252
238,301,209,323
525,310,271,261
265,291,209,286
346,305,258,255
237,365,261,280
317,318,268,279
245,281,215,252
291,293,252,260
279,362,211,362
279,330,258,315
263,316,213,258
292,287,291,308
273,295,208,252
302,288,288,361
326,320,244,326
283,290,212,290
347,286,273,256
246,368,207,262
354,329,265,338
312,303,223,288
276,285,211,326
230,562,210,308
283,285,207,256
313,307,265,256
275,373,278,302
270,285,222,262
236,370,234,326
305,301,302,288
266,327,255,260
253,340,265,269
296,287,209,304
231,317,261,292
279,348,255,255
235,313,209,300
293,287,213,298
293,311,289,267
271,284,283,259
290,312,251,311
268,358,209,288
227,302,286,259
263,328,297,360
273,328,249,328
228,302,244,294
291,287,213,256
230,287,275,327
297,332,208,264
240,316,283,295
306,340,237,259
286,327,211,316
297,294,248,290
286,325,210,251
305,285,214,304
270,341,248,274
230,286,298,312
271,349,281,261
342,354,240,300
304,332,277,274
397,290,264,331
340,336,210,293
393,282,211,267
307,334,252,269
239,287,210,257
309,338,208,301
272,285,276,255
224,317,229,306
365,323,210,302
417,287,242,263
333,308,208,316
245,295,263,517
314,316,242,259
262,291,209,297
263,329,208,349
336,293,301,313
235,360,249,261
298,372,423,258
290,365,261,321
247,378,220,302
285,331,225,260
267,339,272,315
276,370,209,336
231,287,261,390
231,333,217,333
309,291,290,275
296,344,261,310
232,286,249,318
292,332,208,313
233,361,209,285
276,316,240,358
241,363,260,254
296,323,213,256
1026,288,266,333
225,323,314,328
255,338,209,264
317,312,251,330
302,288,210,301
254,287,208,315
312,342,279,260
222,295,251,259
229,289,247,324
277,342,210,287
229,335,261,299
270,382,211,266
294,327,260,289
249,307,209,261
226,288,265,257
316,318,209,307
297,338,254,275
283,296,207,260
270,316,246,259
244,367,211,317
306,330,238,325
268,359,207,256
304,345,258,339
237,294,220,257
304,341,215,325
271,317,213,262
247,289,272,341
249,362,224,260
314,338,242,346
289,307,293,327
267,287,209,1156
234,290,229,256
286,289,240,316
263,306,243,296
237,319,261,612
303,344,288,254
299,351,249,297
238,287,266,351
298,341,239,258
230,322,255,289
274,287,272,259
234,351,208,256
286,287,212,337
298,320,208,255
272,315,213,320
250,287,291,331
231,321,261,258
236,353,268,336
292,329,248,308
246,291,289,260
233,361,254,299
259,290,421,252
271,337,430,342
241,321,211,306
234,288,252,292
286,377,463,259
251,341,252,257
270,284,225,337
238,370,300,302
287,318,267,255
246,358,217,273
256,289,279,253
232,291,262,263
228,370,241,290
261,335,258,338
471,291,243,274
285,322,213,336
336,286,257,312
383,311,268,261
330,373,264,260
333,300,232,291
398,325,252,334
326,309,270,298
297,287,217,266
384,332,235,283
223,286,226,329
364,327,211,258
324,304,252,329
440,358,207,299
229,313,214,261
326,330,289,258
226,288,211,275
297,290,260,331
253,335,286,264
328,384,270,311
305,301,249,311
230,286,209,262
298,296,223,311
243,344,300,297
231,345,214,292
298,290,272,277
281,358,231,265
301,342,211,321
261,325,263,298
227,318,211,283
240,298,274,263
334,324,248,254
237,322,239,300
321,333,212,255
254,308,253,359
301,287,300,268
259,338,211,315
284,287,265,462
292,356,211,416
254,357,247,277
229,319,254,281
228,291,285,334
310,637,311,303
273,318,265,259
230,364,403,257
328,325,355,260
259,330,210,293
233,300,251,287
234,379,262,256
289,424,209,293
264,289,212,253
251,358,213,328
230,293,370,297
234,375,214,298
277,322,288,307
258,374,270,272
313,313,265,257
224,324,300,326
249,294,212,308
248,303,272,260
305,317,216,346
256,410,282,307
298,353,264,259
241,332,230,292
299,346,210,338
279,319,240,258
305,343,211,315
247,334,292,306
302,323,211,257
276,290,266,256
264,340,216,333
237,289,276,304
276,316,252,263
270,287,228,288
228,348,973,316
299,343,936,268
237,288,212,265
248,344,278,256
314,318,208,304
269,316,249,281
303,341,211,306
301,347,281,263
288,313,210,301
233,286,274,297
283,352,207,261
242,1216,267,267
300,316,211,310
274,287,217,253
229,306,286,287
308,314,243,253
231,319,329,311
282,325,235,272
283,358,309,321
238,315,285,261
323,286,245,270
310,356,211,327
284,434,279,254
292,290,266,287
252,325,209,260
226,278,305,329
301,360,264,256
396,292,265,312
350,338,213,305
254,337,277,535
236,368,209,271
305,345,263,264
254,329,262,255
300,301,218,299
355,286,210,256
292,355,269,276
440,323,210,359
348,293,259,299
298,572,249,258
263,350,246,279
330,314,208,283
336,289,281,287
291,351,208,275
234,350,248,328
301,323,232,257
278,284,267,343
239,359,210,305
237,324,237,328
305,340,264,307
271,329,222,281
246,295,252,259
238,289,233,267
242,292,212,329
310,292,279,285
290,347,209,259
247,338,211,278
229,324,266,339
319,352,226,260
226,278,218,303
300,332,271,284
283,357,265,333
269,316,243,259
237,317,208,269
286,325,209,311
321,299,290,272
259,349,248,291
357,284,209,304
334,328,210,360
332,282,291,315
310,362,209,300
287,283,272,287
285,292,235,284
304,339,208,257
377,317,209,295
331,332,269,261
291,360,266,275
234,291,267,290
330,283,208,261
305,351,233,256
275,329,209,311
257,330,231,302
302,290,208,264
290,301,245,304
250,373,209,258
236,376,259,307
296,337,210,256
350,283,254,349
258,335,293,311
269,285,265,257
327,333,247,309
290,293,221,282
266,345,268,256
324,344,236,309
232,336,210,257
295,290,281,316
307,344,209,277
226,313,260,257
298,281,209,258
294,289,285,331
240,334,259,258
283,293,206,318
275,350,227,290
237,300,291,261
320,403,209,295
292,335,206,254
319,315,277,331
296,289,260,293
234,322,273,320
309,356,246,294
290,293,208,263
243,344,242,257
309,329,207,322
304,290,258,520
236,353,242,337
319,352,240,257
290,319,229,340
250,282,270,308
320,289,211,290
277,375,235,257
228,294,208,295
380,347,270,257
332,314,240,319
416,286,208,325
369,332,271,279
320,285,279,310
241,286,275,262
474,335,270,261
296,327,213,298
248,338,232,259
297,290,247,303
311,322,249,261
337,284,262,331
288,341,209,263
259,328,276,316
416,333,264,304
269,282,215,274
283,347,239,263
292,355,233,316
310,314,286,286
316,322,220,360
272,287,207,306
245,365,283,259
305,289,215,518
359,352,288,262
307,336,211,349
277,300,286,326
244,282,260,271
344,282,281,330
317,342,208,266
233,288,262,301
305,358,235,316
255,334,263,314
234,327,212,253
286,286,240,302
300,286,252,328
229,298,212,283
304,345,208,333
315,290,258,314
285,331,253,268
260,316,257,297
323,289,222,254
308,343,264,279
321,282,282,256
235,313,211,298
231,314,279,334
309,291,212,380
267,327,265,289
292,334,207,343
287,289,259,316
322,334,267,280
239,313,281,301
293,310,245,296
341,287,272,363
309,307,211,266
280,352,211,277
291,287,282,260
241,337,247,311
324,351,211,321
329,328,267,278
317,291,283,262
276,357,236,322
345,283,208,265
266,349,287,289
295,292,265,313
236,308,232,293
270,324,434,296
298,327,246,303
239,324,216,305
274,335,259,260
276,344,253,301
285,283,246,350
261,333,256,265
250,286,242,254
264,328,290,271
320,326,210,337
242,290,274,264
291,352,267,281
243,343,257,305
287,286,272,266
303,320,230,336
235,288,269,299
331,329,291,291
305,279,272,253
228,325,237,286
296,284,285,266
309,342,277,311
276,286,251,257
254,313,213,277
237,284,209,325
290,340,252,256
345,340,282,268
355,288,262,298
425,348,288,324
345,288,210,309
322,279,264,258
327,314,237,274
380,379,263,332
425,336,210,502
313,288,266,326
238,323,210,296
302,291,261,346
295,300,249,267
249,578,210,300
246,356,209,257
339,293,281,302
302,290,253,311
441,338,301,278
260,342,272,321
337,299,245,286
292,282,212,258
324,347,278,260
245,287,263,286
245,312,209,284
292,360,209,257
338,304,294,310
234,306,249,262
234,344,244,317
275,318,210,320
230,340,296,306
280,323,268,259
277,336,261,277
284,289,211,295
276,320,211,255
230,308,250,286
317,289,278,272
289,320,258,265
238,347,207,259
285,368,225,319
311,321,214,281
375,289,245,262
297,290,212,263
415,293,296,305
281,341,206,267
249,322,273,284
238,313,262,346
290,286,239,327
241,365,249,257
299,354,245,330
269,287,213,333
266,352,301,277
240,329,208,350
346,288,212,266
291,336,264,313
263,291,265,362
228,329,221,269
244,333,209,302
312,387,258,322
308,285,206,300
239,322,243,260
254,289,239,316
315,319,207,314
300,362,268,327
320,324,267,315
242,288,270,304
320,343,218,315
327,336,213,258
233,385,270,297
313,316,238,318
272,292,240,273
289,309,215,312
303,282,271,308
236,346,229,347
293,298,285,301
286,335,223,294
237,301,269,260
284,298,240,285
246,355,241,284
316,286,291,258
236,335,249,309
295,331,212,251
264,340,211,327
296,292,261,309
263,290,249,263
265,336,270,312
233,315,258,298
273,339,209,288
283,287,268,260
237,350,206,296
237,314,263,263
278,361,211,329
270,335,260,301
232,286,242,265
288,294,209,293
267,348,249,256
237,339,234,255
314,316,207,332
269,342,286,304
262,325,257,255
364,355,211,319
234,329,252,315
293,352,226,258
229,284,208,287
287,332,269,260
282,285,256,314
406,364,247,300
313,290,210,260
360,381,207,306
372,345,258,253
283,281,213,291
302,288,256,287
239,341,263,255
314,314,224,297
235,344,211,285
236,335,207,301
336,339,279,253
233,305,212,309
399,337,285,258
453,287,250,261
272,332,232,340
320,303,211,307
227,329,263,263
308,319,265,258
278,343,210,328
334,324,279,304
231,341,262,255
298,285,229,328
232,300,211,315
293,366,273,300
241,341,218,265
308,318,249,327
262,291,264,262
362,332,268,322
236,294,279,509
270,383,214,294
301,323,260,259
301,289,225,324
306,289,237,259
243,360,212,305
323,340,209,257
255,332,252,320
306,340,263,262
304,305,268,306
257,346,212,286
305,306,270,277
247,300,223,300
267,335,210,282
269,304,255,341
250,294,224,296
235,284,286,261
283,341,241,298
362,337,209,346
296,314,224,258
330,283,259,295
1185,288,261,276
334,347,210,322
269,338,252,261
321,302,211,328
297,287,212,328
291,363,268,268
243,324,226,335
231,334,240,318
289,327,246,282
270,307,215,257
238,322,232,313
231,289,211,289
300,337,296,297
232,308,258,329
331,294,211,259
283,322,238,296
274,333,258,258
235,318,236,312
337,299,212,275
302,385,209,254
268,352,274,255
323,290,211,327
234,326,208,304
277,323,258,258
235,408,230,305
231,355,209,289
280,286,263,249
286,325,238,307
274,284,211,300
219,345,252,253
317,283,212,332
278,341,209,263
305,338,262,327
265,311,223,264
273,318,256,256
279,357,212,275
349,342,232,257
311,287,286,329
232,325,211,332
290,283,224,258
305,365,260,301
372,282,245,264
281,346,224,302
242,337,319,327
303,313,289,301
300,283,249,255
301,344,277,332
278,284,210,309
372,330,256,265
330,340,239,257
427,317,265,315
300,318,213,329
277,282,211,283
272,282,298,256
296,385,278,326
373,344,264,305
356,336,266,266
310,317,287,305
463,319,272,355
323,288,212,284
268,358,212,256
289,343,268,293
311,329,208,264
327,287,247,329
225,292,208,300
234,334,276,300
255,288,244,256
226,346,220,298
323,323,231,353
248,288,299,255
265,302,240,290
303,288,211,270
312,303,279,263
278,360,258,256
315,342,421,282
262,320,209,258
297,287,261,303
310,294,209,292
286,342,247,292
487,286,260,290
293,327,281,259
487,349,233,317
303,319,209,318
282,577,256,291
316,357,275,257
301,293,267,292
283,323,247,293
287,285,220,258
233,396,284,307
272,283,294,267
342,323,208,320
234,305,250,288
296,285,262,258
239,330,211,303
295,340,264,269
238,332,225,331
320,342,255,287
292,292,212,269
314,285,248,277
239,360,209,309
304,324,275,251
297,327,211,307
310,298,211,318
230,342,288,356
231,355,265,337
301,287,271,404
267,321,215,275
271,334,259,290
312,377,287,264
380,322,217,258
300,284,277,317
378,361,261,296
238,341,267,254
329,315,226,261
296,288,251,306
284,313,293,287
286,344,230,297
337,387,208,258
287,354,288,302
281,291,286,255
297,289,245,292
234,280,209,318
275,369,261,304
317,325,258,293
235,380,211,308
250,332,238,258
320,341,213,309
299,350,310,293
258,342,209,306
276,340,244,256
257,287,208,283
235,338,266,267
316,337,252,322
300,317,322,311
255,285,210,289
328,286,211,263
239,352,282,270
234,284,251,1125
238,357,209,262
293,320,267,270
338,367,211,326
237,288,290,295
297,346,207,266
283,332,291,285
495,304,250,259
234,284,262,268
464,334,207,314
414,355,267,254
321,326,209,304
365,285,266,307
253,285,267,293
314,340,208,255
479,341,236,292
291,348,270,345
294,351,238,311
313,283,278,282
274,377,235,257
472,297,228,281
425,360,210,257
348,340,213,296
277,287,270,302
289,330,259,352
367,311,270,289
305,287,248,253
313,366,212,262
309,338,208,343
303,340,284,303
280,316,209,259
303,287,290,318
238,285,269,295
331,340,226,262
284,286,296,268
394,322,289,297
303,311,222,259
275,317,291,322
275,285,210,315
331,325,240,300
301,364,207,287
1128,334,262,264
242,302,244,290
232,304,213,319
319,285,252,265
317,323,245,273
245,331,252,261
298,288,212,271
346,319,248,324
309,283,241,261
247,287,207,290
296,352,280,274
1041,350,260,336
297,283,258,306
245,326,217,264
230,320,270,265
301,283,262,317
311,294,232,292
229,357,213,257
228,325,270,305
325,332,275,294
263,336,249,259
327,290,302,256
256,307,264,311
291,342,207,254
266,298,270,299
227,286,215,334
270,341,259,303
239,321,274,282
309,289,211,304
243,316,237,263
314,287,210,312
279,344,243,310
520,288,212,257
274,295,298,256
299,346,262,341
265,327,253,317
301,331,209,266
302,308,238,313
273,388,305,495
280,314,260,276
